id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R000270,2022-01-20,Meydan,Meydan,25.15838,55.29171,villa,5BR_villa,5,5631,523.2,city,fully_furnished,True,3,Palm Deira,Green,145,4.65,short_term,6,181700,32,347
R004922,2023-06-16,Deira,Deira,25.26597,55.31759,apartment,2BR,2,1131,105.1,community,fully_furnished,False,1,Baniyas Square,Red,11,8.79,yearly,12,18300,16,174
R013555,2025-01-20,Maritime City,Maritime City,25.27289,55.26175,apartment,studio,0,396,36.8,community,fully_furnished,True,2,Palm Deira,Green,42,8.51,yearly,2,16400,41,446
R022060,2025-11-10,Dubai Hills Estate,Mohammed Bin Rashid,25.11857,55.24356,apartment,2BR,2,913,84.9,pool,semi_furnished,True,2,Mall of the Emirates,Red,54,9.28,yearly,1,28400,31,335
R018969,2021-06-26,Dubai Harbour,Dubai Marina,25.08837,55.15629,apartment,studio,0,322,30.0,community,fully_furnished,True,2,Dubai Internet City,Red,41,16.96,yearly,2,14900,46,499
R014686,2024-05-09,Al Reem,Arabian Ranches,25.03853,55.26289,villa,4BR_villa,4,3425,318.2,sea,fully_furnished,True,2,Sharaf DG,Red,127,17.68,yearly,4,178800,52,562
R003368,2021-08-25,Al Barsha South,Al Barsha,25.07473,55.22911,apartment,2BR,2,1081,100.5,park,fully_furnished,True,1,Ibn Battuta,Red,125,14.36,yearly,6,19900,18,198
R002120,2023-04-04,Jumeirah 3,Jumeirah,25.20525,55.22044,apartment,studio,0,512,47.6,city,fully_furnished,True,1,Emirates Towers,Red,62,5.5,yearly,6,29200,57,615
R001589,2023-10-02,Palm Jumeirah,Palm Jumeirah,25.11638,55.1428,apartment,2BR,2,1195,111.0,community,fully_furnished,True,1,Dubai Internet City,Red,45,16.01,short_term,6,96100,80,865
R013369,2022-06-22,Al Nahda,Al Nahda,25.29689,55.36352,apartment,1BR,1,652,60.6,community,unfurnished,False,2,Al Qusais,Green,6,14.26,yearly,2,9500,14,156
R015186,2023-06-12,Dubai Sports City,Dubai Sports City,25.03725,55.21883,apartment,2BR,2,1359,126.3,sea,fully_furnished,False,1,Al Jafiliya,Red,269,18.64,yearly,2,39800,29,315
R017677,2021-03-16,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.17598,55.33126,apartment,1BR,1,726,67.5,burj_khalifa,semi_furnished,True,1,Creek,Green,96,6.19,yearly,1,19900,27,295
R003838,2024-10-06,Jumeirah 2,Jumeirah,25.22084,55.24911,apartment,2BR,2,1063,98.7,community,unfurnished,False,2,Burj Khalifa/Dubai Mall,Red,49,3.66,yearly,12,52400,49,531
R010728,2023-01-28,Dubai South,Dubai South,24.90853,55.15992,villa,3BR_villa,3,3760,349.3,park,unfurnished,False,3,Expo 2020,Red,66,34.11,yearly,12,45300,12,130
R014010,2025-02-28,The Lakes,Emirates Living,25.0595,55.18082,villa,6BR_villa,6,7838,728.2,community,unfurnished,False,3,UAE Pavilion,Red,81,17.98,yearly,2,316000,40,434
R010133,2025-08-17,Expo City,Dubai South,24.96221,55.15338,apartment,2BR,2,1188,110.3,golf_course,fully_furnished,True,1,Expo 2020,Red,2,28.83,short_term,1,27600,23,250
R023919,2024-05-24,Dubai Studio City,Dubai Studio City,25.04495,55.23395,apartment,3BR,3,2028,188.4,burj_khalifa,fully_furnished,True,1,Danube,Red,129,17.41,yearly,4,43400,21,230
R001280,2025-02-13,The Lakes,Emirates Living,25.05482,55.19365,villa,4BR_villa,4,4718,438.3,marina,unfurnished,True,3,Jumeirah Golf Estates,Red,49,17.8,yearly,4,219000,46,500
R009983,2022-03-02,Bulgari Resort,Jumeirah Bay,25.2098,55.23538,apartment,3BR,3,1549,143.9,community,fully_furnished,True,2,Al Jafiliya,Red,58,4.17,yearly,2,151900,98,1056
R021983,2021-08-04,Maritime City,Maritime City,25.26412,55.26422,apartment,1BR,1,840,78.1,community,fully_furnished,True,2,Business Bay,Red,107,7.51,yearly,4,19200,22,246
R000429,2025-12-07,Palm Jumeirah,Palm Jumeirah,25.12114,55.1467,apartment,studio,0,555,51.6,marina,fully_furnished,True,1,Noor Bank,Red,101,15.39,yearly,1,46700,84,906
R009144,2024-12-15,Jumeirah 1,Jumeirah,25.22125,55.26102,villa,6BR_villa,6,5779,536.9,park,semi_furnished,False,2,Ibn Battuta,Red,300,2.99,yearly,1,357900,61,667
R015427,2021-05-23,Bluewaters Island,Dubai Marina,25.08093,55.11106,apartment,4BR_penthouse,4,2648,246.0,community,fully_furnished,False,1,Ibn Battuta,Red,51,20.92,yearly,2,111100,41,451
R007016,2022-11-25,Damac Hills 2,Damac Hills,24.95648,55.30054,villa,6BR_villa,6,8514,790.9,marina,fully_furnished,True,2,Ibn Battuta,Red,242,26.9,yearly,4,146500,17,185
R019413,2022-01-13,Arabian Ranches 2,Arabian Ranches,25.05009,55.28815,villa,5BR_villa,5,3888,361.2,community,unfurnished,False,4,Palm Deira,Green,283,16.42,yearly,1,127400,32,353
R013639,2022-06-22,Al Mamzar,Al Mamzar,25.28072,55.36109,apartment,1BR,1,997,92.6,pool,unfurnished,True,2,Union,Red,58,12.74,yearly,2,18800,18,203
R008451,2021-10-04,Town Square,Nshama,24.99383,55.25442,apartment,1BR,1,745,69.2,burj_khalifa,fully_furnished,True,2,Ibn Battuta,Red,190,22.7,yearly,2,9900,13,143
R017817,2025-09-26,Mira,Reem,25.03313,55.27921,villa,5BR_villa,5,6507,604.5,golf_course,fully_furnished,True,2,Al Furjan,Red,149,18.25,yearly,1,191100,29,316
R022724,2025-08-12,Jumeirah Bay Island,Jumeirah,25.20896,55.26144,apartment,3BR,3,1768,164.3,park,unfurnished,False,3,Al Jafiliya,Red,58,1.85,yearly,2,195400,110,1190
R007422,2022-05-10,Arabian Ranches 3,Arabian Ranches,25.05854,55.28506,villa,5BR_villa,5,4422,410.8,community,semi_furnished,True,2,Baniyas Square,Red,287,15.46,yearly,6,122300,27,298
R023835,2021-02-20,Mudon,Dubailand,25.0635,55.25713,villa,5BR_villa,5,5876,545.9,park,semi_furnished,False,2,Dubai Internet City,Red,117,14.97,yearly,1,67800,11,124
R007825,2024-04-09,Dubai Hills Estate,Mohammed Bin Rashid,25.11019,55.23683,apartment,2BR,2,1378,128.0,pool,unfurnished,False,1,Max,Red,174,10.39,yearly,1,47600,34,372
R015043,2021-06-23,Karama,Bur Dubai,25.23879,55.30818,apartment,1BR,1,805,74.8,sea,fully_furnished,True,1,Al Karama,Red,14,5.74,yearly,2,14400,17,192
R003747,2021-10-05,Jumeirah Islands,Emirates Living,25.06315,55.15495,villa,3BR_villa,3,2527,234.7,burj_khalifa,fully_furnished,True,2,MRT-1,Red,43,19.15,yearly,1,129700,51,553
R008177,2025-12-12,The Springs,Emirates Living,25.05027,55.21041,villa,4BR_villa,4,4360,405.0,city,semi_furnished,True,3,Energy,Red,146,17.56,yearly,4,171200,39,423
R005518,2025-09-02,Karama,Bur Dubai,25.26374,55.32143,apartment,1BR,1,708,65.8,community,semi_furnished,False,1,Al Karama,Red,15,8.78,yearly,4,12700,18,193
R023257,2023-10-10,Bur Dubai,Bur Dubai,25.25986,55.30925,apartment,1BR,1,812,75.5,community,fully_furnished,False,1,Al Ghubaiba,Green,3,7.8,yearly,2,17000,20,225
R021859,2023-02-18,DAMAC Lagoons,Damac,25.05095,55.25312,villa,5BR_villa,5,5862,544.6,burj_khalifa,unfurnished,True,3,Centrepoint,Red,326,16.4,yearly,2,172500,29,317
R023038,2021-03-17,Dubai Sports City,Dubai Sports City,25.04022,55.22714,apartment,2BR,2,739,68.7,community,semi_furnished,False,1,Emirates Towers,Red,250,18.09,yearly,12,7700,10,112
R018260,2026-01-24,Al Qusais,Al Qusais,25.28834,55.3817,apartment,3BR,3,1222,113.5,sea,unfurnished,True,2,Al Qusais,Green,1,14.8,yearly,2,22500,18,198
R012254,2022-03-27,Reem Mira,Reem,25.05292,55.24187,villa,6BR_villa,6,5356,497.6,pool,unfurnished,False,2,First Abu Dhabi Bank,Red,139,16.37,yearly,4,76400,14,153
R014934,2026-02-15,Al Qusais,Al Qusais,25.28025,55.36993,apartment,1BR,1,863,80.1,community,semi_furnished,False,1,Al Qusais,Green,3,13.33,yearly,1,16000,18,199
R000116,2026-02-12,The Springs,Emirates Living,25.05799,55.18424,villa,3BR_villa,3,3632,337.5,pool,fully_furnished,True,3,Jumeirah Golf Estates,Red,31,17.94,yearly,4,168000,46,498
R005826,2023-12-26,Jumeirah Park,Emirates Living,25.06681,55.16722,villa,4BR_villa,4,4906,455.8,pool,fully_furnished,False,2,Mashreq Bank,Red,57,18.07,yearly,2,332000,67,728
R022010,2026-03-24,World Islands,World Islands,25.21748,55.1756,apartment,1BR,1,809,75.2,park,semi_furnished,False,1,Business Bay,Red,134,10.19,yearly,12,66100,81,880
R022692,2025-03-07,Jebel Ali,Jebel Ali,25.01893,55.10192,apartment,3BR,3,1312,121.8,community,unfurnished,False,1,Ibn Battuta,Red,48,26.35,short_term,2,22300,17,183
R024442,2022-06-26,Al Barsha,Al Barsha,25.10453,55.1846,apartment,2BR,2,1199,111.4,marina,fully_furnished,False,2,Mall of the Emirates,Red,12,13.71,yearly,1,32900,27,295
R014502,2021-10-23,Jumeirah Islands,Emirates Living,25.06491,55.15337,villa,3BR_villa,3,2956,274.6,marina,semi_furnished,False,3,UAE Pavilion,Red,55,19.1,yearly,1,154100,52,561
R002911,2022-07-30,Falcon City of Wonders,Dubailand,25.0361,55.32433,apartment,studio,0,554,51.5,city,fully_furnished,False,1,Danube,Red,229,18.61,yearly,2,9300,16,181
R006415,2022-06-19,International City,International City,25.16248,55.40974,apartment,1BR,1,799,74.2,burj_khalifa,semi_furnished,True,3,Al Ghubaiba,Green,187,14.16,yearly,6,8500,10,115
R010762,2025-12-09,Jumeirah 2,Jumeirah,25.21659,55.25923,apartment,2BR,2,1274,118.4,golf_course,semi_furnished,False,1,Burj Khalifa/Dubai Mall,Red,50,2.64,yearly,2,67900,53,574
R022588,2021-06-03,Dubai Sports City,Dubai Sports City,25.04038,55.2157,apartment,3BR,3,1425,132.4,park,semi_furnished,True,1,First Abu Dhabi Bank,Red,131,18.41,yearly,2,16900,11,128
R014235,2024-12-02,Dubai Hills Estate,Mohammed Bin Rashid,25.10248,55.25293,villa,3BR_villa,3,3106,288.6,park,fully_furnished,True,2,World Trade Centre,Red,158,10.75,yearly,4,113800,36,394
R000083,2024-08-18,Dubai South,Dubai South,24.9196,55.15695,villa,6BR_villa,6,7070,656.9,community,semi_furnished,True,4,UAE Exchange,Red,141,33.06,yearly,2,86200,12,131
R001071,2021-12-05,Al Warqa,Al Warqa,25.20789,55.40152,villa,4BR_villa,4,3993,370.9,community,semi_furnished,False,2,Creek,Green,67,12.84,yearly,1,54100,13,146
R023598,2024-06-12,Bulgari Resort,Jumeirah Bay,25.18737,55.241,villa,4BR_villa,4,3915,363.7,city,semi_furnished,True,2,World Trade Centre,Red,53,3.53,yearly,2,483000,123,1328
R020219,2024-06-28,Dubai Creek Harbour,Creek,25.20473,55.33825,apartment,3BR,3,2150,199.7,burj_khalifa,semi_furnished,True,2,Union,Red,108,6.48,yearly,2,111300,51,557
R000729,2021-04-06,World Islands,World Islands,25.22114,55.14278,apartment,3BR,3,1662,154.4,marina,unfurnished,True,2,Creek,Green,226,13.51,yearly,12,77400,46,501
R023019,2022-08-20,Dubai Festival City,Festival City,25.21783,55.35432,apartment,2BR,2,1091,101.4,sea,fully_furnished,False,1,Financial Centre,Red,95,8.36,yearly,2,32400,29,320
R013740,2022-01-15,Green Community,DIP,24.99803,55.18352,villa,4BR_villa,4,3205,297.7,community,fully_furnished,True,2,Dubai Investment Park,Red,20,23.96,yearly,12,68000,21,229
R001301,2023-08-29,Dubai Creek Harbour,Creek,25.20995,55.37752,apartment,4BR_penthouse,4,2841,263.9,community,semi_furnished,True,2,BurJuman (G),Green,97,10.47,yearly,2,108400,38,411
R001576,2026-02-22,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12587,55.39777,apartment,studio,0,343,31.8,community,fully_furnished,True,1,Baniyas Square,Red,223,14.73,yearly,2,5400,15,169
R001339,2022-12-16,World Islands,World Islands,25.23059,55.15399,villa,5BR_villa,5,7656,711.2,city,unfurnished,True,3,Al Ghubaiba,Green,169,12.67,yearly,4,418600,54,589
R017809,2024-06-03,Umm Suqeim,Jumeirah,25.15358,55.18599,villa,3BR_villa,3,3396,315.5,community,fully_furnished,True,2,Dubai Healthcare City,Green,181,10.13,yearly,6,170100,50,539
R006991,2026-03-28,Jebel Ali,Jebel Ali,25.01751,55.08771,apartment,1BR,1,779,72.4,pool,fully_furnished,True,1,Danube,Red,32,27.43,yearly,4,9700,12,134
R022565,2021-07-16,The Views,The Greens,25.10473,55.16445,apartment,1BR,1,851,79.1,city,semi_furnished,True,2,Dubai Internet City,Red,5,15.11,yearly,2,21100,24,266
R011286,2022-08-17,Damac Hills,Damac Hills,25.03401,55.24852,apartment,3BR,3,2098,194.9,community,fully_furnished,True,1,Expo 2020,Red,166,18.33,yearly,2,42900,20,220
R019302,2021-09-26,Deira,Deira,25.28495,55.3292,apartment,studio,0,397,36.9,park,semi_furnished,True,1,Salah Al Din,Red,21,11.21,yearly,1,5600,14,151
R023059,2023-02-14,Jumeirah Lake Towers,JLT,25.07296,55.1592,apartment,2BR,2,1392,129.3,community,fully_furnished,False,2,Ibn Battuta,Red,45,18.04,yearly,4,34200,24,264
R024580,2021-09-07,Al Barsha South,Al Barsha,25.08011,55.20973,apartment,1BR,1,530,49.2,burj_khalifa,unfurnished,True,2,Noor Bank,Red,64,14.56,short_term,1,10700,20,217
R014047,2024-04-08,Jumeirah 3,Jumeirah,25.21239,55.23105,apartment,2BR,2,1327,123.3,city,fully_furnished,True,1,Salah Al Din,Red,144,4.68,yearly,2,96800,72,785
R012556,2026-02-10,Bluewaters Island,Dubai Marina,25.0932,55.13807,villa,3BR_villa,3,2692,250.1,pool,unfurnished,True,3,Emirates Towers,Red,266,17.95,yearly,1,163900,60,656
R007627,2023-03-03,Dubai Festival City,Festival City,25.22626,55.35603,apartment,1BR,1,780,72.4,city,fully_furnished,True,2,Al Ghubaiba,Green,83,8.82,short_term,2,24000,30,332
R015007,2022-11-27,Tilal Al Ghaf,Tilal Al Ghaf,25.01678,55.25967,villa,4BR_villa,4,3162,293.8,city,semi_furnished,True,4,UAE Pavilion,Red,161,20.12,yearly,4,102400,32,349
R007302,2021-09-10,Damac Hills 2,Damac Hills,24.97323,55.28914,villa,5BR_villa,5,5526,513.4,marina,unfurnished,False,3,Jebel Ali,Red,201,24.95,yearly,6,99100,17,193
R013954,2024-11-18,Remraam,Dubailand,25.00841,55.25024,apartment,1BR,1,817,75.9,marina,semi_furnished,True,1,UAE Pavilion,Red,156,21.13,yearly,2,9800,12,129
R008286,2022-09-18,Remraam,Dubailand,25.00541,55.24569,apartment,2BR,2,1207,112.1,park,fully_furnished,False,2,Al Qiyadah (G),Green,401,21.52,yearly,6,14000,11,125
R016678,2022-04-12,Falcon City of Wonders,Dubailand,25.03069,55.31518,apartment,1BR,1,782,72.7,community,fully_furnished,False,2,Union (G),Green,310,18.96,yearly,2,10600,13,145
R001809,2026-04-13,Jumeirah Park,Emirates Living,25.06028,55.18354,villa,3BR_villa,3,3141,291.8,sea,semi_furnished,True,4,Dubai Internet City,Red,66,17.76,yearly,2,144100,45,494
R011811,2022-12-11,Green Community,DIP,25.01037,55.18594,villa,3BR_villa,3,2815,261.6,community,fully_furnished,True,3,Business Bay,Red,271,22.6,yearly,12,71600,25,274
R023355,2021-11-09,Arabian Ranches 2,Arabian Ranches,25.049,55.2817,villa,3BR_villa,3,3124,290.2,city,fully_furnished,True,4,Dubai Investment Park,Red,156,16.5,yearly,4,115100,36,397
R006879,2024-01-13,Jumeirah Park,Emirates Living,25.06454,55.17014,villa,3BR_villa,3,3081,286.2,city,fully_furnished,False,3,Ibn Battuta,Red,65,18.1,yearly,2,175400,56,613
R006793,2021-07-18,Al Nahda,Al Nahda,25.30231,55.3756,apartment,studio,0,373,34.6,community,unfurnished,False,1,Al Nahda,Red,2,15.5,yearly,6,5100,13,147
R008670,2024-02-22,Azizi Riviera,MBR City,25.17588,55.30144,apartment,studio,0,512,47.5,marina,fully_furnished,True,2,World Trade Centre,Red,69,3.61,yearly,12,21500,42,452
R005344,2021-09-15,The Springs,Emirates Living,25.07304,55.16343,villa,3BR_villa,3,2333,216.8,pool,fully_furnished,True,3,Al Furjan,Red,52,17.76,yearly,1,81300,34,375
R010377,2021-08-31,Dubai Studio City,Dubai Studio City,25.03831,55.22822,apartment,1BR,1,978,90.8,marina,fully_furnished,False,3,Burj Khalifa/Dubai Mall,Red,220,18.27,yearly,1,15400,15,170
R020661,2025-03-29,Dubai South,Dubai South,24.89751,55.16272,apartment,1BR,1,756,70.2,community,semi_furnished,False,1,UAE Exchange,Red,145,35.17,yearly,1,12400,16,177
R005257,2021-12-14,Jumeirah 2,Jumeirah,25.21908,55.26947,apartment,3BR,3,1651,153.3,community,fully_furnished,True,1,Financial Centre,Red,46,2.48,yearly,1,55100,33,359
R016524,2025-08-27,Remraam,Dubailand,24.99735,55.25219,apartment,3BR,3,2159,200.6,park,fully_furnished,False,2,MRT-1,Red,151,22.33,short_term,2,31200,14,156
R011252,2021-12-22,Sustainable City,Sustainable City,24.9857,55.28185,villa,4BR_villa,4,3105,288.5,marina,fully_furnished,True,3,Centrepoint,Red,396,23.53,yearly,4,93100,30,323
R019350,2024-11-06,Dubai Studio City,Dubai Studio City,25.04287,55.23101,apartment,1BR,1,474,44.0,community,unfurnished,False,1,Noor Bank,Red,111,17.71,yearly,4,6100,12,138
R004430,2024-12-31,Al Furjan,Al Furjan,25.01913,55.11809,apartment,1BR,1,704,65.4,community,fully_furnished,True,1,Al Furjan,Red,0,25.29,yearly,6,22300,31,341
R019734,2024-10-18,Bur Dubai,Bur Dubai,25.25798,55.29197,apartment,studio,0,418,38.8,community,unfurnished,True,1,Al Ras,Green,12,6.99,yearly,4,8100,19,208
R018424,2023-03-25,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.15333,55.28372,apartment,2BR,2,1422,132.1,park,semi_furnished,True,1,Jumeirah Golf Estates,Red,256,4.97,yearly,12,44600,31,338
R020409,2021-10-06,Al Qusais,Al Qusais,25.29762,55.35064,apartment,4BR_penthouse,4,2770,257.3,community,fully_furnished,False,1,Al Nahda,Red,14,13.54,yearly,6,22100,8,86
R018609,2024-08-23,Meydan,Meydan,25.15208,55.28999,villa,4BR_villa,4,3479,323.2,community,unfurnished,True,4,Al Ghubaiba,Green,143,5.26,yearly,12,101000,29,313
R021025,2022-09-21,Al Barsha,Al Barsha,25.10993,55.20496,villa,4BR_villa,4,4126,383.4,community,unfurnished,True,2,Mall of the Emirates,Red,13,11.96,yearly,2,86100,20,225
R014815,2023-07-01,Jebel Ali,Jebel Ali,25.00857,55.09228,apartment,2BR,2,1345,124.9,pool,unfurnished,True,1,Discovery Gardens,Red,69,27.86,yearly,1,22600,16,181
R002489,2025-03-02,Dubai Harbour,Dubai Marina,25.0854,55.154,apartment,3BR,3,1658,154.0,community,unfurnished,False,1,Dubai Internet City,Red,42,17.36,yearly,4,100000,60,649
R013444,2021-09-11,Arabian Ranches 3,Arabian Ranches,25.05213,55.28616,villa,4BR_villa,4,3898,362.1,city,fully_furnished,False,2,Noor Bank,Red,126,16.17,yearly,4,133800,34,370
R015696,2025-09-06,Al Barsha,Al Barsha,25.11838,55.2152,apartment,3BR,3,1905,177.0,city,fully_furnished,True,1,Noor Bank,Red,26,10.6,yearly,2,40900,21,231
R005749,2024-11-04,Dubai Marina,Dubai Marina,25.08398,55.15402,apartment,1BR,1,637,59.2,marina,unfurnished,False,2,Sharaf DG,Red,73,17.47,yearly,1,28100,44,476
R001931,2025-09-21,The Views,The Greens,25.10663,55.17593,apartment,3BR,3,1296,120.4,park,unfurnished,False,1,Dubai Internet City,Red,5,14.13,yearly,2,40600,31,337
R002086,2023-09-08,Town Square,Nshama,25.00803,55.26185,apartment,1BR,1,880,81.8,park,unfurnished,False,1,Salah Al Din (G),Green,365,21.07,yearly,6,15400,17,189
R004451,2024-10-22,Tilal Al Ghaf,Tilal Al Ghaf,25.00673,55.2582,villa,4BR_villa,4,4388,407.6,community,semi_furnished,True,3,Palm Deira,Green,329,21.24,yearly,6,142100,32,349
R006176,2021-06-11,The Views,The Greens,25.11483,55.17265,apartment,1BR,1,846,78.6,community,fully_furnished,True,1,Dubai Internet City,Red,5,13.74,yearly,12,24400,28,310
R007521,2024-07-07,Al Furjan,Al Furjan,25.02894,55.14401,apartment,2BR,2,824,76.6,community,semi_furnished,False,1,Al Furjan,Red,5,22.86,yearly,4,22300,27,292
R014163,2025-12-21,Pearl Jumeira,Jumeirah,25.22351,55.23425,apartment,1BR,1,610,56.7,community,semi_furnished,True,2,Business Bay,Red,55,4.99,yearly,2,40100,65,708
R002902,2025-10-12,Reem Mira,Reem,25.04347,55.27591,villa,4BR_villa,4,4950,459.8,community,semi_furnished,False,2,MRT-1,Red,166,17.09,yearly,1,101400,20,221
R000867,2024-01-06,Jumeirah Village Triangle,JVT,25.05037,55.20176,apartment,2BR,2,1311,121.8,pool,fully_furnished,False,2,Dubai Investment Park,Red,92,17.89,yearly,12,33800,25,277
R010723,2025-05-19,Al Furjan,Al Furjan,25.02178,55.13694,apartment,2BR,2,1434,133.2,community,fully_furnished,True,1,Al Furjan,Red,2,23.92,yearly,1,36800,25,276
R023804,2023-11-25,Jumeirah 2,Jumeirah,25.20738,55.22883,apartment,4BR_penthouse,4,4340,403.2,community,semi_furnished,False,1,Al Jafiliya,Red,60,4.72,yearly,2,203700,46,505
R016519,2022-11-04,Meydan,Meydan,25.13811,55.29873,villa,3BR_villa,3,2810,261.1,community,fully_furnished,True,2,Burj Khalifa/Dubai Mall,Red,68,7.01,yearly,4,106400,37,407
R024083,2025-01-31,Mira,Reem,25.06138,55.25721,villa,4BR_villa,4,3235,300.6,city,unfurnished,True,3,Jumeirah Golf Estates,Red,127,15.2,short_term,12,72000,22,239
R002318,2023-01-17,Jumeirah 2,Jumeirah,25.23023,55.20955,villa,6BR_villa,6,8021,745.1,community,fully_furnished,False,4,Burj Khalifa/Dubai Mall,Red,47,7.49,yearly,12,450200,56,604
R006018,2026-04-28,Meydan,Meydan,25.15298,55.28404,villa,6BR_villa,6,4806,446.5,sea,semi_furnished,False,3,Noor Bank,Red,99,5.01,yearly,4,229100,47,513
R001570,2026-02-06,Damac Hills,Damac Hills,25.02317,55.26951,apartment,2BR,2,1591,147.8,sea,fully_furnished,True,1,Union,Red,326,19.36,yearly,2,49300,31,333
R019331,2025-01-12,Green Community,DIP,25.01938,55.16898,villa,4BR_villa,4,4976,462.3,park,unfurnished,True,3,Dubai Investment Park,Red,24,22.44,yearly,2,127900,25,277
R019925,2021-01-09,DAMAC Lagoons,Damac,25.04599,55.27676,villa,4BR_villa,4,4617,428.9,burj_khalifa,semi_furnished,False,2,Emirates Towers,Red,225,16.82,short_term,1,119600,25,279
R020279,2022-10-25,Jumeirah 1,Jumeirah,25.228,55.25148,apartment,2BR,2,1004,93.3,park,fully_furnished,False,2,ADCB,Red,71,4.13,yearly,4,48000,47,514
R014367,2025-10-28,Arabian Ranches 3,Arabian Ranches,25.05685,55.29102,villa,6BR_villa,6,6913,642.2,community,unfurnished,True,3,Sharaf DG,Red,138,15.7,yearly,12,244400,35,381
R014645,2025-05-21,Emirates Hills,Emirates Hills,25.05164,55.16099,villa,3BR_villa,3,2164,201.0,golf_course,fully_furnished,True,2,Dubai Investment Park,Red,83,19.81,yearly,2,229900,106,1144
R006017,2022-03-20,Bluewaters Island,Dubai Marina,25.07948,55.0931,apartment,2BR,2,1169,108.6,burj_khalifa,fully_furnished,True,1,Ibn Battuta,Red,49,22.46,yearly,1,65700,56,606
R022944,2021-12-30,Dubai Investment Park,DIP,25.00294,55.1765,apartment,2BR,2,1383,128.5,burj_khalifa,fully_furnished,True,3,ADCB,Red,379,23.74,short_term,12,19500,14,152
